Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Clay,5.92,10.27,0.3,1.31,37,71,100,18.75,71.62,1097.02,Wheat,Vegetative,Kharif,Drip,Wheat,South,90.37,4.17,Urea
Loamy,6.85,35.08,0.77,1.1,27,78,117,15.5,73.76,749.08,Cotton,Sowing,Zaid,Sprinkler,Rice,South,151.22,3.4,Urea
Clay,6.91,39.84,0.9,1.12,135,53,12,22.66,59.73,200.0,Potato,Vegetative,Kharif,Canal,Maize,North,151.82,1.0,MOP
Silt,6.38,19.18,0.65,2.49,29,26,12,24.11,46.58,712.12,Wheat,Vegetative,Kharif,Canal,Tomato,East,217.18,5.76,NPK
Loamy,5.0,23.77,0.74,0.35,48,76,107,24.2,90.0,1409.94,Maize,Sowing,Zaid,Rainfed,Cotton,North,194.93,5.32,Urea
Loamy,5.34,20.09,0.84,1.16,40,55,80,28.5,61.21,1719.6,Maize,Vegetative,Rabi,Drip,Rice,West,241.04,4.68,Urea
Silt,8.05,27.83,1.12,1.66,73,73,86,30.48,59.38,2268.43,Potato,Vegetative,Kharif,Sprinkler,Wheat,East,223.23,5.81,MOP
Clay,8.1,31.09,1.31,0.78,37,12,113,21.58,45.91,2936.78,Tomato,Sowing,Kharif,Canal,Rice,Central,205.88,4.66,DAP
Clay,6.23,48.14,0.88,1.85,30,14,49,10.0,60.98,1003.7,Sugarcane,Sowing,Rabi,Sprinkler,Potato,North,179.77,1.39,DAP
Silt,5.62,16.0,0.28,1.34,28,37,87,21.8,37.59,2279.57,Potato,Vegetative,Rabi,Canal,Rice,West,159.6,3.93,Compost
Sandy,6.65,18.37,1.05,3.0,68,65,23,26.53,59.57,659.23,Potato,Flowering,Zaid,Drip,Cotton,East,151.48,4.77,SSP
Silt,7.58,21.37,1.05,2.41,49,46,20,18.55,57.57,766.62,Wheat,Flowering,Zaid,Sprinkler,Potato,South,74.25,2.11,Urea
Loamy,5.58,35.34,0.86,2.79,57,58,54,22.36,37.95,926.39,Wheat,Vegetative,Kharif,Rainfed,Wheat,Central,135.6,4.54,Urea
Silt,6.01,51.99,1.31,1.99,64,14,30,29.7,80.75,849.65,Tomato,Vegetative,Kharif,Drip,Tomato,North,231.37,3.15,NPK
Silt,6.4,34.99,1.1,1.74,41,28,109,20.18,76.56,2266.81,Potato,Vegetative,Rabi,Sprinkler,Maize,East,162.71,1.0,NPK
Loamy,5.95,52.17,1.35,0.39,52,76,88,30.48,38.78,1564.42,Rice,Sowing,Zaid,Sprinkler,Potato,North,244.39,7.82,Urea
Clay,5.6,19.26,1.06,1.16,74,15,69,21.3,90.0,1147.71,Cotton,Sowing,Rabi,Rainfed,Maize,East,256.97,4.32,SSP
Silt,6.66,44.65,1.11,0.58,107,61,35,26.53,53.39,1845.53,Tomato,Flowering,Zaid,Canal,Potato,West,167.48,1.0,MOP
Clay,8.2,47.47,1.0,1.42,67,46,78,33.95,80.46,2628.87,Sugarcane,Vegetative,Zaid,Canal,Potato,North,198.91,4.71,Zinc Sulphate
Clay,7.38,41.79,0.9,0.94,69,52,97,23.65,77.22,1004.31,Maize,Flowering,Zaid,Drip,Tomato,North,206.2,2.59,Zinc Sulphate
Silt,7.39,36.42,0.75,2.84,87,59,92,21.8,54.61,200.0,Maize,Harvest,Kharif,Canal,Sugarcane,Central,101.73,6.16,Zinc Sulphate
Sandy,6.36,28.49,0.41,2.12,75,11,105,33.3,57.75,702.89,Sugarcane,Sowing,Kharif,Drip,Wheat,North,300.0,6.72,SSP
Sandy,6.29,13.01,0.83,0.84,53,25,36,32.12,48.56,1389.29,Tomato,Flowering,Rabi,Drip,Maize,West,164.11,2.63,NPK
Sandy,5.46,51.07,0.82,2.28,25,11,36,21.57,60.42,1784.2,Rice,Sowing,Rabi,Rainfed,Cotton,East,240.51,3.98,NPK
Loamy,4.81,48.98,0.97,0.1,153,51,15,13.93,90.0,748.78,Sugarcane,Flowering,Rabi,Canal,Sugarcane,North,180.91,4.76,MOP
Silt,6.1,53.87,0.94,0.1,36,59,56,16.68,48.17,1122.88,Sugarcane,Flowering,Zaid,Canal,Wheat,South,180.9,2.71,Urea
Silt,7.25,40.12,0.91,0.21,33,19,69,33.96,58.13,3000.0,Rice,Harvest,Kharif,Drip,Wheat,South,212.12,5.14,DAP
Loamy,7.5,50.01,1.04,0.95,79,63,41,24.48,66.95,659.87,Potato,Flowering,Kharif,Sprinkler,Wheat,East,160.4,4.0,MOP
Loamy,6.85,24.4,0.64,2.7,42,20,52,25.31,73.86,1522.32,Potato,Sowing,Rabi,Sprinkler,Tomato,North,258.36,4.71,DAP
Sandy,6.43,48.21,0.54,0.14,22,67,70,29.89,52.8,1686.61,Maize,Vegetative,Kharif,Canal,Rice,West,146.64,1.0,Urea
Silt,8.5,37.47,0.32,0.69,152,77,53,21.67,72.0,880.12,Tomato,Vegetative,Rabi,Rainfed,Maize,West,241.13,7.12,Zinc Sulphate
Silt,6.75,27.62,0.25,1.03,134,24,96,40.0,54.07,2484.18,Maize,Harvest,Rabi,Drip,Sugarcane,South,58.85,4.88,Compost
Sandy,7.06,17.56,0.25,1.48,48,19,42,21.05,62.73,2121.15,Potato,Vegetative,Kharif,Drip,Tomato,Central,108.0,2.18,Compost
Clay,7.37,12.49,0.4,1.82,50,22,42,16.16,51.6,1270.86,Maize,Sowing,Rabi,Rainfed,Sugarcane,West,300.0,1.22,NPK
Silt,6.76,17.87,0.32,1.62,138,52,106,23.06,67.41,808.42,Maize,Sowing,Kharif,Sprinkler,Maize,East,221.47,4.95,Compost
Loamy,5.86,12.6,0.88,0.94,55,42,52,24.03,66.02,2302.11,Rice,Vegetative,Zaid,Drip,Tomato,North,275.16,4.97,Urea
Clay,6.62,35.19,0.45,0.95,47,88,78,38.35,75.78,2284.05,Cotton,Vegetative,Rabi,Rainfed,Rice,East,185.09,2.42,Urea
Silt,8.49,11.58,1.41,0.3,134,84,97,29.44,34.21,443.76,Rice,Harvest,Rabi,Sprinkler,Tomato,South,195.46,2.51,Zinc Sulphate
Loamy,6.01,27.45,1.03,1.32,27,33,17,27.97,56.58,908.62,Cotton,Vegetative,Kharif,Drip,Tomato,West,97.56,4.8,NPK
Sandy,8.01,26.85,0.76,1.1,130,67,63,27.03,70.26,2024.76,Potato,Vegetative,Zaid,Drip,Cotton,West,213.84,4.09,Zinc Sulphate
Clay,6.86,21.26,0.34,0.65,69,24,53,26.57,86.87,2049.48,Sugarcane,Vegetative,Rabi,Sprinkler,Tomato,East,258.44,4.18,Compost
Silt,8.0,39.41,0.94,2.15,90,89,22,24.15,65.18,1357.24,Cotton,Flowering,Kharif,Canal,Sugarcane,Central,159.15,8.0,MOP
Silt,7.35,35.06,0.8,1.53,46,22,53,26.32,49.53,1239.25,Sugarcane,Sowing,Zaid,Rainfed,Wheat,South,124.26,2.71,DAP
Sandy,6.19,51.81,0.28,1.08,73,16,35,24.93,60.34,2462.05,Cotton,Flowering,Kharif,Canal,Sugarcane,South,257.63,6.29,NPK
Clay,7.28,48.45,1.31,0.41,131,10,39,38.34,82.78,1821.16,Potato,Harvest,Zaid,Canal,Wheat,Central,65.42,1.04,DAP
Loamy,7.58,36.55,0.47,1.31,66,81,81,27.75,61.86,1062.07,Cotton,Flowering,Zaid,Rainfed,Wheat,North,207.67,2.3,Zinc Sulphate
Loamy,5.64,28.96,0.6,1.42,61,23,110,32.52,62.74,1336.75,Rice,Sowing,Rabi,Canal,Rice,West,98.69,2.22,DAP
Loamy,7.47,26.37,0.71,1.01,40,21,36,26.14,54.4,1750.67,Potato,Vegetative,Zaid,Drip,Sugarcane,North,120.08,8.0,NPK
Silt,7.69,40.45,0.78,0.1,43,80,63,23.67,64.3,2194.43,Cotton,Vegetative,Rabi,Rainfed,Rice,West,239.1,7.53,Urea
Silt,4.76,14.75,0.2,2.76,153,40,85,30.02,58.02,969.89,Rice,Sowing,Kharif,Drip,Cotton,North,175.2,5.35,Compost
Silt,6.34,21.9,0.59,1.64,23,20,106,15.55,49.12,200.0,Wheat,Vegetative,Zaid,Canal,Cotton,East,133.92,1.0,DAP
Silt,7.88,10.0,0.34,1.7,147,87,70,32.83,73.39,450.0,Wheat,Vegetative,Rabi,Rainfed,Sugarcane,Central,58.15,7.88,Zinc Sulphate
Sandy,5.52,25.01,0.49,1.45,107,22,97,23.39,36.2,1101.6,Sugarcane,Sowing,Kharif,Rainfed,Rice,North,232.64,3.43,SSP
Loamy,7.75,39.43,0.92,1.01,114,60,110,24.41,48.15,1719.74,Potato,Vegetative,Kharif,Rainfed,Potato,East,68.76,6.0,Zinc Sulphate
Sandy,6.85,54.39,0.24,1.28,130,57,20,24.4,65.11,2317.51,Tomato,Flowering,Kharif,Sprinkler,Cotton,South,108.3,5.34,MOP
Clay,6.66,36.04,0.78,1.18,96,54,44,13.72,61.92,2340.82,Tomato,Flowering,Kharif,Drip,Sugarcane,Central,54.8,6.57,MOP
Sandy,5.91,40.6,1.17,1.93,31,18,65,24.6,44.44,1672.34,Sugarcane,Sowing,Zaid,Canal,Sugarcane,North,202.29,6.41,DAP
Loamy,6.8,39.56,0.59,0.23,65,28,80,23.97,90.0,3000.0,Cotton,Vegetative,Zaid,Sprinkler,Sugarcane,West,191.23,5.83,SSP
Loamy,5.72,38.78,0.9,2.37,27,31,53,19.34,89.47,1576.08,Potato,Sowing,Rabi,Canal,Wheat,Central,119.32,2.15,DAP
Silt,5.86,46.77,1.23,0.7,77,89,112,24.82,68.28,1021.25,Tomato,Sowing,Kharif,Drip,Cotton,South,140.57,7.71,Zinc Sulphate
Loamy,5.94,11.99,1.02,1.22,152,68,104,17.52,45.22,1022.79,Sugarcane,Vegetative,Rabi,Rainfed,Tomato,West,282.57,4.45,NPK
Silt,8.18,59.98,1.05,2.35,61,46,37,21.01,52.44,2428.36,Rice,Vegetative,Zaid,Sprinkler,Rice,East,177.38,5.2,MOP
Sandy,5.97,38.36,0.82,0.9,48,26,47,29.5,50.92,957.16,Cotton,Vegetative,Kharif,Sprinkler,Cotton,East,168.23,3.05,NPK
Loamy,8.29,28.07,1.38,1.72,96,47,90,23.86,70.44,1673.79,Rice,Flowering,Zaid,Drip,Rice,South,195.68,2.51,Zinc Sulphate
Silt,6.23,44.13,0.73,0.11,106,65,118,24.27,53.82,1641.2,Maize,Vegetative,Kharif,Canal,Potato,South,124.97,4.44,NPK
Loamy,4.77,44.13,0.71,1.09,81,49,41,32.42,57.27,2056.8,Maize,Flowering,Rabi,Rainfed,Cotton,East,222.9,3.66,MOP
Silt,5.65,58.47,1.49,0.44,33,69,105,13.1,84.59,2423.44,Maize,Vegetative,Kharif,Drip,Maize,Central,282.27,3.4,Urea
Loamy,7.98,36.83,0.99,1.57,110,50,17,34.12,47.8,2046.11,Cotton,Harvest,Zaid,Sprinkler,Sugarcane,East,127.64,5.66,MOP
Silt,8.5,31.68,0.65,0.6,47,29,16,33.25,64.57,1527.56,Rice,Harvest,Kharif,Canal,Maize,Central,214.58,1.98,NPK
Loamy,7.79,51.84,0.54,3.0,47,33,40,31.92,76.92,2134.08,Sugarcane,Sowing,Zaid,Canal,Sugarcane,South,137.99,5.59,NPK
Silt,7.86,16.82,0.3,2.02,87,78,85,31.5,39.4,1955.17,Sugarcane,Vegetative,Rabi,Sprinkler,Rice,West,154.66,3.25,Compost
Silt,6.73,45.8,0.96,1.87,72,52,11,25.64,30.98,200.0,Sugarcane,Flowering,Zaid,Rainfed,Potato,West,115.22,1.0,MOP
Clay,7.47,40.99,1.07,0.1,44,24,81,18.53,70.85,1704.44,Maize,Sowing,Zaid,Sprinkler,Sugarcane,East,157.47,1.0,DAP
Loamy,7.84,41.72,1.13,1.8,98,51,72,27.74,52.34,1258.17,Rice,Harvest,Zaid,Sprinkler,Potato,West,162.67,4.03,Zinc Sulphate
Silt,6.9,12.46,0.83,1.27,26,19,68,32.89,49.79,2678.49,Sugarcane,Sowing,Rabi,Canal,Rice,Central,287.03,1.46,Urea
Clay,5.11,28.18,0.24,1.44,105,73,106,27.27,64.09,280.75,Wheat,Harvest,Rabi,Canal,Maize,Central,129.25,2.13,Compost
Sandy,4.62,34.56,1.23,2.69,106,28,96,30.23,44.79,1836.17,Sugarcane,Vegetative,Rabi,Rainfed,Sugarcane,West,192.81,5.15,SSP
Clay,7.38,23.51,0.81,0.43,74,15,43,25.91,43.57,916.36,Cotton,Vegetative,Zaid,Drip,Tomato,North,176.13,5.48,NPK
Sandy,7.99,44.96,1.0,1.34,117,46,24,12.87,43.79,712.47,Sugarcane,Flowering,Zaid,Sprinkler,Rice,South,203.54,5.0,MOP
Clay,5.75,45.56,1.07,1.66,152,65,12,16.83,50.62,476.43,Sugarcane,Harvest,Kharif,Canal,Wheat,South,237.39,1.47,MOP
Clay,7.01,48.55,1.28,1.26,60,51,43,28.58,49.39,1172.14,Tomato,Flowering,Zaid,Drip,Cotton,South,300.0,2.5,MOP
Sandy,5.47,30.47,0.77,2.6,117,23,92,24.22,62.05,2694.39,Cotton,Vegetative,Zaid,Rainfed,Tomato,East,50.0,6.75,SSP
Silt,5.4,17.99,0.46,1.41,107,56,79,37.18,57.84,2043.92,Wheat,Vegetative,Kharif,Rainfed,Rice,South,237.78,6.74,Compost
Silt,5.9,19.14,0.33,2.21,105,21,47,27.72,30.0,1412.81,Sugarcane,Vegetative,Zaid,Sprinkler,Wheat,Central,103.5,1.6,Compost
Silt,6.91,22.72,0.33,2.31,44,49,94,21.12,58.43,2563.11,Wheat,Sowing,Rabi,Rainfed,Tomato,North,118.81,4.98,Compost
Loamy,6.9,34.71,1.14,1.59,64,20,97,12.59,56.89,2198.54,Rice,Sowing,Zaid,Canal,Sugarcane,East,119.11,7.57,DAP
Loamy,7.67,32.65,0.54,1.72,29,64,65,29.73,50.17,2285.05,Wheat,Vegetative,Kharif,Drip,Cotton,South,163.05,5.81,Urea
Silt,7.35,19.7,0.21,1.25,57,26,40,28.6,60.59,1235.52,Maize,Sowing,Kharif,Rainfed,Tomato,North,300.0,1.86,Compost
Clay,7.48,47.69,1.04,1.59,42,18,110,23.48,69.43,892.64,Potato,Harvest,Zaid,Sprinkler,Rice,Central,262.83,7.23,DAP
Clay,6.96,43.36,0.71,0.98,58,65,55,26.02,73.99,1350.14,Rice,Vegetative,Rabi,Sprinkler,Rice,Central,183.12,4.85,Urea
Sandy,6.48,20.55,0.83,1.82,35,81,93,29.01,30.0,1533.15,Sugarcane,Vegetative,Rabi,Drip,Cotton,West,166.05,8.0,Urea
Sandy,4.54,41.51,0.55,1.59,46,34,45,22.06,69.8,832.36,Maize,Vegetative,Kharif,Drip,Potato,North,82.53,4.33,NPK
Loamy,7.11,10.72,1.11,1.38,81,60,23,15.04,30.47,2686.67,Potato,Flowering,Rabi,Canal,Wheat,South,190.91,4.82,MOP
Loamy,5.84,54.98,1.41,0.55,112,69,81,13.31,58.96,927.99,Potato,Sowing,Kharif,Rainfed,Tomato,West,195.75,5.47,Urea
Sandy,6.45,13.46,0.33,1.0,141,66,88,21.15,71.67,1662.69,Tomato,Harvest,Kharif,Sprinkler,Tomato,South,256.37,1.72,Compost
Clay,5.49,33.05,0.29,1.95,89,57,96,26.25,42.51,1552.45,Maize,Sowing,Zaid,Canal,Rice,Central,225.46,3.99,Compost
Loamy,7.11,15.81,0.79,1.72,45,18,37,27.82,81.98,2500.48,Wheat,Vegetative,Zaid,Drip,Cotton,West,50.0,7.89,NPK
Sandy,7.12,36.62,0.89,1.77,30,15,41,26.87,52.2,672.38,Rice,Sowing,Kharif,Drip,Sugarcane,South,202.8,3.29,DAP
Silt,6.9,29.82,0.34,0.94,104,23,21,14.88,54.72,1146.73,Tomato,Vegetative,Kharif,Sprinkler,Cotton,South,136.33,3.06,Compost
Silt,6.39,37.13,0.28,1.14,78,70,46,13.98,90.0,1480.24,Potato,Harvest,Rabi,Rainfed,Cotton,West,190.93,8.0,Compost
Silt,7.0,44.58,0.35,2.15,31,13,64,26.11,55.51,2435.35,Sugarcane,Sowing,Zaid,Drip,Rice,East,152.13,4.22,DAP
Loamy,5.41,43.3,0.81,1.26,145,89,28,20.04,59.45,1018.31,Maize,Harvest,Zaid,Canal,Wheat,West,203.27,2.44,MOP
Clay,7.51,12.96,1.05,1.69,51,70,95,30.02,87.07,1976.9,Rice,Harvest,Zaid,Drip,Cotton,West,184.48,5.63,Urea
Silt,7.73,30.0,0.87,1.46,78,84,103,15.77,85.3,775.69,Rice,Sowing,Zaid,Rainfed,Maize,East,92.66,4.12,Zinc Sulphate
Loamy,6.36,18.62,0.71,1.27,42,12,44,32.18,66.55,2355.75,Potato,Vegetative,Zaid,Canal,Cotton,South,237.96,5.97,NPK
Silt,6.23,28.06,0.77,1.21,43,15,51,23.01,30.0,1104.66,Rice,Flowering,Rabi,Canal,Maize,South,272.36,2.17,DAP
Loamy,6.71,19.2,0.71,2.03,80,49,30,30.32,55.49,2734.8,Cotton,Harvest,Rabi,Drip,Rice,Central,224.87,5.55,MOP
Clay,4.9,49.48,0.63,1.73,129,26,57,22.83,43.09,853.86,Sugarcane,Flowering,Zaid,Drip,Potato,West,165.66,1.0,SSP
Sandy,8.41,43.93,0.67,2.14,132,63,81,18.5,65.7,983.46,Rice,Vegetative,Zaid,Drip,Rice,Central,195.15,3.86,Zinc Sulphate
Clay,6.88,19.97,0.84,2.36,64,60,87,22.61,56.78,1677.77,Cotton,Vegetative,Zaid,Drip,Maize,Central,133.41,2.95,Urea
Sandy,7.74,26.43,0.43,0.43,77,58,101,28.46,63.17,535.05,Cotton,Harvest,Rabi,Canal,Rice,West,300.0,5.26,Compost
Clay,7.28,46.63,0.57,0.74,123,43,41,25.9,66.52,1642.42,Potato,Harvest,Zaid,Rainfed,Cotton,Central,192.51,3.83,MOP
Loamy,8.0,28.93,0.39,2.2,159,61,41,23.25,55.77,765.68,Cotton,Flowering,Rabi,Rainfed,Rice,West,80.2,2.21,MOP
Clay,6.68,40.58,0.5,1.13,55,11,116,29.99,56.79,1183.24,Sugarcane,Sowing,Zaid,Canal,Cotton,North,181.56,6.19,DAP
Loamy,6.44,27.45,0.96,1.68,30,89,55,32.26,68.57,1306.6,Maize,Flowering,Rabi,Sprinkler,Maize,East,242.19,2.38,Urea
Clay,8.4,51.3,0.79,1.35,115,88,94,26.94,56.65,2421.75,Rice,Vegetative,Zaid,Drip,Sugarcane,East,84.79,3.81,Zinc Sulphate
Loamy,6.76,23.05,0.37,2.03,34,35,10,14.24,89.41,1777.28,Potato,Vegetative,Rabi,Drip,Maize,West,155.11,3.29,Compost
Silt,7.35,38.73,0.74,1.31,68,10,43,21.81,47.39,2277.81,Tomato,Vegetative,Rabi,Canal,Sugarcane,Central,99.98,3.05,NPK
Clay,6.82,55.56,0.61,3.0,40,39,23,23.68,70.31,1140.98,Maize,Harvest,Kharif,Sprinkler,Potato,Central,300.0,3.31,NPK
Sandy,5.62,48.97,0.82,1.67,52,35,17,27.6,45.28,2295.02,Cotton,Sowing,Rabi,Drip,Wheat,Central,217.34,6.83,NPK
Loamy,6.29,52.02,0.2,1.0,127,18,77,22.35,82.75,1157.15,Sugarcane,Flowering,Rabi,Drip,Rice,East,240.27,4.47,SSP
Silt,6.22,60.0,0.86,1.8,64,40,37,26.41,35.5,1059.13,Sugarcane,Vegetative,Zaid,Sprinkler,Maize,West,131.45,3.82,NPK
Clay,8.27,35.45,0.43,1.1,98,82,105,29.93,90.0,1377.2,Maize,Flowering,Zaid,Canal,Potato,North,149.65,4.62,Zinc Sulphate
Silt,5.8,41.93,0.99,1.93,51,82,113,22.55,39.24,841.53,Maize,Vegetative,Rabi,Canal,Cotton,East,115.87,2.43,Urea
Clay,8.28,15.95,0.99,2.56,118,83,108,37.83,49.13,1453.73,Rice,Sowing,Rabi,Drip,Wheat,West,278.16,3.61,Zinc Sulphate
Clay,6.9,32.11,0.46,0.75,58,13,51,22.82,61.04,2663.84,Wheat,Sowing,Rabi,Drip,Maize,North,162.34,7.81,DAP
Loamy,6.08,25.15,0.8,2.13,75,14,85,27.11,63.06,1838.39,Maize,Harvest,Kharif,Rainfed,Potato,North,138.12,4.63,SSP
Clay,7.33,21.93,0.72,1.54,150,51,31,28.32,49.8,1578.29,Potato,Flowering,Rabi,Canal,Wheat,West,158.64,4.11,MOP
Clay,6.8,32.5,0.58,1.45,62,18,65,25.7,37.23,1599.83,Tomato,Harvest,Kharif,Rainfed,Tomato,Central,144.81,1.0,Compost
Silt,5.75,32.9,1.11,1.35,109,82,29,31.98,66.74,1960.78,Potato,Harvest,Kharif,Rainfed,Maize,South,92.52,7.82,MOP
Clay,5.22,15.87,0.25,1.42,111,77,116,20.86,42.05,634.85,Rice,Vegetative,Rabi,Canal,Cotton,South,109.87,2.89,Compost
Clay,6.09,29.37,0.95,2.46,42,53,70,34.74,57.5,1793.24,Sugarcane,Vegetative,Rabi,Canal,Maize,East,149.47,6.29,Urea
Loamy,8.18,29.43,0.39,0.1,71,80,113,16.06,63.46,2890.26,Rice,Vegetative,Kharif,Rainfed,Potato,West,50.0,3.99,Zinc Sulphate
Silt,6.24,23.49,0.31,1.23,42,43,78,23.56,70.37,2093.45,Rice,Harvest,Kharif,Rainfed,Wheat,North,166.31,2.64,Compost
Silt,6.42,38.82,1.16,1.53,89,69,42,34.27,62.38,2463.91,Sugarcane,Sowing,Rabi,Drip,Maize,Central,300.0,3.68,MOP
Sandy,6.95,37.08,0.45,1.92,45,17,40,38.59,51.07,2630.83,Potato,Sowing,Kharif,Drip,Cotton,East,234.29,7.04,DAP
Clay,4.72,32.2,0.71,3.0,121,24,107,23.37,58.27,1411.64,Maize,Sowing,Zaid,Sprinkler,Potato,Central,266.99,5.08,SSP
Silt,6.98,41.51,0.93,2.47,22,75,80,19.06,75.0,1189.3,Rice,Vegetative,Rabi,Sprinkler,Wheat,West,277.76,3.94,Urea
Clay,7.39,23.52,0.91,0.11,63,29,81,22.07,52.47,1566.8,Rice,Sowing,Zaid,Drip,Cotton,West,230.12,2.45,DAP
Silt,4.83,22.98,0.3,1.41,110,63,29,25.38,76.58,3000.0,Wheat,Vegetative,Zaid,Drip,Potato,West,297.97,4.94,Compost
Sandy,5.82,33.89,0.55,1.16,43,16,47,22.53,41.83,1698.9,Maize,Sowing,Rabi,Sprinkler,Sugarcane,North,179.05,2.42,NPK
Clay,5.92,43.0,0.38,1.02,73,45,115,26.45,67.47,1848.66,Cotton,Sowing,Rabi,Drip,Cotton,Central,66.89,5.0,Compost
Clay,5.76,60.0,0.83,0.84,30,10,36,32.34,74.98,1695.82,Potato,Sowing,Zaid,Canal,Wheat,East,222.83,5.62,NPK
Loamy,7.6,39.82,0.79,1.46,142,82,32,25.64,56.93,2006.24,Rice,Sowing,Zaid,Sprinkler,Maize,North,183.8,6.45,MOP
Silt,5.49,43.94,0.35,1.32,27,13,37,10.0,83.25,2943.99,Tomato,Flowering,Zaid,Canal,Sugarcane,East,190.28,7.65,NPK
Silt,7.08,35.45,0.83,0.19,30,59,67,21.98,60.92,2586.85,Rice,Vegetative,Zaid,Canal,Potato,West,217.56,4.36,Urea
Loamy,5.99,47.95,0.68,2.41,37,45,89,27.59,50.28,1508.09,Tomato,Vegetative,Rabi,Sprinkler,Cotton,South,235.34,4.92,Urea
Silt,7.03,21.4,0.44,2.35,50,24,71,24.62,62.9,1706.1,Sugarcane,Sowing,Rabi,Rainfed,Wheat,North,77.21,5.77,DAP
Loamy,7.22,36.85,1.04,2.21,54,62,54,28.21,60.94,519.38,Sugarcane,Sowing,Zaid,Rainfed,Wheat,Central,176.04,7.57,Urea
Silt,6.09,27.82,0.97,0.61,49,28,39,21.32,74.58,1420.42,Sugarcane,Vegetative,Rabi,Drip,Potato,Central,196.63,5.56,NPK
Loamy,7.19,57.69,0.65,0.1,116,82,12,20.2,41.92,1114.82,Rice,Vegetative,Zaid,Rainfed,Sugarcane,Central,176.1,8.0,MOP
Silt,7.82,23.6,0.38,1.0,21,48,30,27.71,43.19,1393.08,Wheat,Sowing,Zaid,Rainfed,Wheat,East,165.82,6.59,Urea
Loamy,5.88,53.56,1.37,1.59,104,18,87,35.38,39.52,1420.89,Tomato,Harvest,Rabi,Drip,Wheat,North,175.63,2.47,DAP
Clay,8.5,12.31,0.97,0.99,59,35,33,24.03,81.18,2408.58,Rice,Harvest,Kharif,Canal,Rice,South,144.81,1.0,NPK
Silt,7.35,56.08,0.97,1.05,62,51,36,22.29,69.44,1203.17,Maize,Sowing,Rabi,Rainfed,Potato,North,270.88,1.0,MOP
Clay,7.48,10.54,1.04,1.6,69,60,111,16.25,58.81,1767.93,Rice,Harvest,Zaid,Rainfed,Tomato,Central,203.81,3.53,Zinc Sulphate
Loamy,6.05,41.05,1.21,1.06,71,31,46,40.0,48.01,2408.28,Maize,Harvest,Rabi,Rainfed,Potato,Central,109.0,1.29,SSP
Clay,7.0,35.85,0.46,1.69,97,40,41,31.4,62.81,2253.72,Rice,Sowing,Rabi,Sprinkler,Wheat,West,206.42,5.44,MOP
Loamy,7.5,28.76,0.73,2.53,138,42,74,38.47,54.92,1509.9,Maize,Flowering,Zaid,Rainfed,Maize,West,129.21,7.02,Zinc Sulphate
Silt,7.26,13.09,1.04,2.34,46,43,118,15.12,42.11,1805.85,Rice,Vegetative,Zaid,Rainfed,Cotton,West,154.15,2.38,Urea
Silt,4.84,16.9,1.16,0.66,117,22,107,21.58,74.9,2647.43,Cotton,Sowing,Kharif,Sprinkler,Rice,North,93.85,1.6,SSP
Clay,8.2,47.85,1.08,0.3,151,40,117,29.68,73.3,676.42,Potato,Harvest,Kharif,Canal,Potato,West,236.96,4.84,Zinc Sulphate
Sandy,6.6,32.52,1.0,1.5,84,53,13,24.92,69.51,1165.91,Potato,Flowering,Kharif,Canal,Tomato,Central,269.34,5.76,MOP
Loamy,7.27,27.71,0.29,2.17,44,14,56,31.91,70.6,1398.73,Tomato,Sowing,Rabi,Canal,Cotton,West,134.17,5.14,Compost
Sandy,5.4,53.43,0.24,1.89,62,19,70,23.81,75.37,1084.19,Maize,Vegetative,Zaid,Sprinkler,Rice,West,152.19,7.59,DAP
Loamy,6.96,12.46,0.29,0.6,153,63,119,15.78,69.98,1986.85,Potato,Vegetative,Rabi,Rainfed,Wheat,South,224.18,2.34,Compost
Loamy,5.3,21.56,0.76,2.27,76,20,93,13.01,75.88,200.0,Sugarcane,Harvest,Kharif,Rainfed,Tomato,East,141.43,7.24,SSP
Clay,4.8,42.35,0.88,0.99,67,29,115,21.77,84.06,1667.34,Potato,Vegetative,Rabi,Rainfed,Maize,West,196.49,1.97,DAP
Clay,5.59,28.49,0.82,0.95,138,84,17,25.89,70.27,1299.12,Tomato,Flowering,Rabi,Canal,Cotton,South,250.01,1.0,MOP
Silt,7.59,41.09,0.63,1.51,22,22,49,24.08,70.86,1138.27,Tomato,Vegetative,Zaid,Rainfed,Tomato,West,192.0,7.74,DAP
Clay,6.24,38.46,0.85,1.84,47,18,75,18.28,80.64,1293.55,Tomato,Sowing,Zaid,Sprinkler,Maize,West,50.0,3.43,DAP
Loamy,5.0,48.66,0.75,1.13,20,31,64,32.07,79.56,2042.06,Maize,Vegetative,Rabi,Rainfed,Rice,South,262.54,4.56,DAP
Silt,5.41,25.45,0.78,0.8,64,13,77,24.78,67.32,1264.78,Tomato,Flowering,Kharif,Drip,Rice,North,169.55,1.0,SSP
Silt,6.97,36.87,0.22,2.23,74,59,56,19.67,37.44,1565.8,Tomato,Sowing,Rabi,Sprinkler,Maize,South,284.31,4.58,Compost
